"","country","continent","year","lifeExp","pop","gdpPercap","named"
"89","Cuba","Americas",1972,70.723,8831348,5305.445256,TRUE
"90","Cuba","Americas",1977,72.649,9537988,6380.494966,TRUE
"91","Cuba","Americas",1982,73.717,9789224,7316.918107,TRUE
"92","Cuba","Americas",1987,74.174,10239839,7532.924763,TRUE
"93","Cuba","Americas",1992,74.414,10723260,5592.843963,TRUE
"94","Cuba","Americas",1997,76.151,10983007,5431.990415,TRUE
"95","Cuba","Americas",2002,77.158,11226999,6340.646683,TRUE
"96","Cuba","Americas",2007,78.273,11416987,8948.102923,TRUE
"97","Dominican Republic","Americas",1952,45.928,2491346,1397.717137,TRUE
"98","Dominican Republic","Americas",1957,49.828,2923186,1544.402995,TRUE
"99","Dominican Republic","Americas",1962,53.459,3453434,1662.137359,TRUE
"100","Dominican Republic","Americas",1967,56.751,4049146,1653.723003,TRUE
"101","Dominican Republic","Americas",1972,59.631,4671329,2189.874499,TRUE
"102","Dominican Republic","Americas",1977,61.788,5302800,2681.9889,TRUE
"103","Dominican Republic","Americas",1982,63.727,5968349,2861.092386,TRUE
"104","Dominican Republic","Americas",1987,66.046,6655297,2899.842175,TRUE
"105","Dominican Republic","Americas",1992,68.457,7351181,3044.214214,TRUE
"106","Dominican Republic","Americas",1997,69.957,7992357,3614.101285,TRUE
"107","Dominican Republic","Americas",2002,70.847,8650322,4563.808154,TRUE
"108","Dominican Republic","Americas",2007,72.235,9319622,6025.374752,TRUE
"109","Ecuador","Americas",1952,48.357,3548753,3522.110717,TRUE
"110","Ecuador","Americas",1957,51.356,4058385,3780.546651,TRUE
"111","Ecuador","Americas",1962,54.64,4681707,4086.114078,TRUE
"112","Ecuador","Americas",1967,56.678,5432424,4579.074215,TRUE
"113","Ecuador","Americas",1972,58.796,6298651,5280.99471,TRUE
"114","Ecuador","Americas",1977,61.31,7278866,6679.62326,TRUE
"115","Ecuador","Americas",1982,64.342,8365850,7213.791267,TRUE
"116","Ecuador","Americas",1987,67.231,9545158,6481.776993,TRUE
"117","Ecuador","Americas",1992,69.613,10748394,7103.702595,TRUE
"118","Ecuador","Americas",1997,72.312,11911819,7429.455877,TRUE
"119","Ecuador","Americas",2002,74.173,12921234,5773.044512,TRUE
"120","Ecuador","Americas",2007,74.994,13755680,6873.262326,TRUE
"121","El Salvador","Americas",1952,45.262,2042865,3048.3029,TRUE
"122","El Salvador","Americas",1957,48.57,2355805,3421.523218,TRUE
"123","El Salvador","Americas",1962,52.307,2747687,3776.803627,TRUE
"124","El Salvador","Americas",1967,55.855,3232927,4358.595393,TRUE
"125","El Salvador","Americas",1972,58.207,3790903,4520.246008,TRUE
"126","El Salvador","Americas",1977,56.696,4282586,5138.922374,TRUE
"127","El Salvador","Americas",1982,56.604,4474873,4098.344175,TRUE
"128","El Salvador","Americas",1987,63.154,4842194,4140.442097,TRUE
"129","El Salvador","Americas",1992,66.798,5274649,4444.2317,TRUE
"130","El Salvador","Americas",1997,69.535,5783439,5154.825496,TRUE
"131","El Salvador","Americas",2002,70.734,6353681,5351.568666,TRUE
"132","El Salvador","Americas",2007,71.878,6939688,5728.353514,TRUE
"133","Guatemala","Americas",1952,42.023,3146381,2428.237769,TRUE
"134","Guatemala","Americas",1957,44.142,3640876,2617.155967,TRUE
"135","Guatemala","Americas",1962,46.954,4208858,2750.364446,TRUE
"136","Guatemala","Americas",1967,50.016,4690773,3242.531147,TRUE
"137","Guatemala","Americas",1972,53.738,5149581,4031.408271,TRUE
"138","Guatemala","Americas",1977,56.029,5703430,4879.992748,TRUE
"139","Guatemala","Americas",1982,58.137,6395630,4820.49479,TRUE
"140","Guatemala","Americas",1987,60.782,7326406,4246.485974,TRUE
"141","Guatemala","Americas",1992,63.373,8486949,4439.45084,TRUE
"142","Guatemala","Americas",1997,66.322,9803875,4684.313807,TRUE
"143","Guatemala","Americas",2002,68.978,11178650,4858.347495,TRUE
"144","Guatemala","Americas",2007,70.259,12572928,5186.050003,TRUE
"145","Haiti","Americas",1952,37.579,3201488,1840.366939,TRUE
"146","Haiti","Americas",1957,40.696,3507701,1726.887882,TRUE
"147","Haiti","Americas",1962,43.59,3880130,1796.589032,TRUE
"148","Haiti","Americas",1967,46.243,4318137,1452.057666,TRUE
"149","Haiti","Americas",1972,48.042,4698301,1654.456946,TRUE
"150","Haiti","Americas",1977,49.923,4908554,1874.298931,TRUE
"151","Haiti","Americas",1982,51.461,5198399,2011.159549,TRUE
"152","Haiti","Americas",1987,53.636,5756203,1823.015995,TRUE
"153","Haiti","Americas",1992,55.089,6326682,1456.309517,TRUE
"154","Haiti","Americas",1997,56.671,6913545,1341.726931,TRUE
"155","Haiti","Americas",2002,58.137,7607651,1270.364932,TRUE
"156","Haiti","Americas",2007,60.916,8502814,1201.637154,TRUE
"157","Honduras","Americas",1952,41.912,1517453,2194.926204,TRUE
"158","Honduras","Americas",1957,44.665,1770390,2220.487682,TRUE
"159","Honduras","Americas",1962,48.041,2090162,2291.156835,TRUE
"160","Honduras","Americas",1967,50.924,2500689,2538.269358,TRUE
"161","Honduras","Americas",1972,53.884,2965146,2529.842345,TRUE
"162","Honduras","Americas",1977,57.402,3055235,3203.208066,TRUE
"163","Honduras","Americas",1982,60.909,3669448,3121.760794,TRUE
"164","Honduras","Americas",1987,64.492,4372203,3023.096699,TRUE
"165","Honduras","Americas",1992,66.399,5077347,3081.694603,TRUE
"166","Honduras","Americas",1997,67.659,5867957,3160.454906,TRUE
"167","Honduras","Americas",2002,68.565,6677328,3099.72866,TRUE
"168","Honduras","Americas",2007,70.198,7483763,3548.330846,TRUE
"169","Jamaica","Americas",1952,58.53,1426095,2898.530881,TRUE
"170","Jamaica","Americas",1957,62.61,1535090,4756.525781,TRUE
"171","Jamaica","Americas",1962,65.61,1665128,5246.107524,TRUE
"172","Jamaica","Americas",1967,67.51,1861096,6124.703451,TRUE
"173","Jamaica","Americas",1972,69,1997616,7433.889293,TRUE
"174","Jamaica","Americas",1977,70.11,2156814,6650.195573,TRUE
"175","Jamaica","Americas",1982,71.21,2298309,6068.05135,TRUE
"176","Jamaica","Americas",1987,71.77,2326606,6351.237495,TRUE
"177","Jamaica","Americas",1992,71.766,2378618,7404.923685,TRUE
"178","Jamaica","Americas",1997,72.262,2531311,7121.924704,TRUE
"179","Jamaica","Americas",2002,72.047,2664659,6994.774861,TRUE
"180","Jamaica","Americas",2007,72.567,2780132,7320.880262,TRUE
"181","Mexico","Americas",1952,50.789,30144317,3478.125529,TRUE
"182","Mexico","Americas",1957,55.19,35015548,4131.546641,TRUE
"183","Mexico","Americas",1962,58.299,41121485,4581.609385,TRUE
"184","Mexico","Americas",1967,60.11,47995559,5754.733883,TRUE
"185","Mexico","Americas",1972,62.361,55984294,6809.40669,TRUE
"186","Mexico","Americas",1977,65.032,63759976,7674.929108,TRUE
"187","Mexico","Americas",1982,67.405,71640904,9611.147541,TRUE
"188","Mexico","Americas",1987,69.498,80122492,8688.156003,TRUE
"189","Mexico","Americas",1992,71.455,88111030,9472.384295,TRUE
"190","Mexico","Americas",1997,73.67,95895146,9767.29753,TRUE
"191","Mexico","Americas",2002,74.902,102479927,10742.44053,TRUE
"192","Mexico","Americas",2007,76.195,108700891,11977.57496,TRUE
"193","Nicaragua","Americas",1952,42.314,1165790,3112.363948,TRUE
"194","Nicaragua","Americas",1957,45.432,1358828,3457.415947,TRUE
"195","Nicaragua","Americas",1962,48.632,1590597,3634.364406,TRUE
"196","Nicaragua","Americas",1967,51.884,1865490,4643.393534,TRUE
"197","Nicaragua","Americas",1972,55.151,2182908,4688.593267,TRUE
"198","Nicaragua","Americas",1977,57.47,2554598,5486.371089,TRUE
"199","Nicaragua","Americas",1982,59.298,2979423,3470.338156,TRUE
"200","Nicaragua","Americas",1987,62.008,3344353,2955.984375,TRUE
"201","Nicaragua","Americas",1992,65.843,4017939,2170.151724,TRUE
"202","Nicaragua","Americas",1997,68.426,4609572,2253.023004,TRUE
"203","Nicaragua","Americas",2002,70.836,5146848,2474.548819,TRUE
"204","Nicaragua","Americas",2007,72.899,5675356,2749.320965,TRUE
"205","Panama","Americas",1952,55.191,940080,2480.380334,TRUE
"206","Panama","Americas",1957,59.201,1063506,2961.800905,TRUE
"207","Panama","Americas",1962,61.817,1215725,3536.540301,TRUE
"208","Panama","Americas",1967,64.071,1405486,4421.009084,TRUE
"209","Panama","Americas",1972,66.216,1616384,5364.249663,TRUE
"210","Panama","Americas",1977,68.681,1839782,5351.912144,TRUE
"211","Panama","Americas",1982,70.472,2036305,7009.601598,TRUE
"212","Panama","Americas",1987,71.523,2253639,7034.779161,TRUE
"213","Panama","Americas",1992,72.462,2484997,6618.74305,TRUE
"214","Panama","Americas",1997,73.738,2734531,7113.692252,TRUE
"215","Panama","Americas",2002,74.712,2990875,7356.031934,TRUE
"216","Panama","Americas",2007,75.537,3242173,9809.185636,TRUE
"217","Paraguay","Americas",1952,62.649,1555876,1952.308701,TRUE
"218","Paraguay","Americas",1957,63.196,1770902,2046.154706,TRUE
"219","Paraguay","Americas",1962,64.361,2009813,2148.027146,TRUE
"220","Paraguay","Americas",1967,64.951,2287985,2299.376311,TRUE
"221","Paraguay","Americas",1972,65.815,2614104,2523.337977,TRUE
"222","Paraguay","Americas",1977,66.353,2984494,3248.373311,TRUE
"223","Paraguay","Americas",1982,66.874,3366439,4258.503604,TRUE
"224","Paraguay","Americas",1987,67.378,3886512,3998.875695,TRUE
"225","Paraguay","Americas",1992,68.225,4483945,4196.411078,TRUE
"226","Paraguay","Americas",1997,69.4,5154123,4247.400261,TRUE
"227","Paraguay","Americas",2002,70.755,5884491,3783.674243,TRUE
"228","Paraguay","Americas",2007,71.752,6667147,4172.838464,TRUE
"229","Peru","Americas",1952,43.902,8025700,3758.523437,TRUE
"230","Peru","Americas",1957,46.263,9146100,4245.256698,TRUE
"231","Peru","Americas",1962,49.096,10516500,4957.037982,TRUE
"232","Peru","Americas",1967,51.445,12132200,5788.09333,TRUE
"233","Peru","Americas",1972,55.448,13954700,5937.827283,TRUE
"234","Peru","Americas",1977,58.447,15990099,6281.290855,TRUE
"235","Peru","Americas",1982,61.406,18125129,6434.501797,TRUE
"236","Peru","Americas",1987,64.134,20195924,6360.943444,TRUE
"237","Peru","Americas",1992,66.458,22430449,4446.380924,TRUE
"238","Peru","Americas",1997,68.386,24748122,5838.347657,TRUE
"239","Peru","Americas",2002,69.906,26769436,5909.020073,TRUE
"240","Peru","Americas",2007,71.421,28674757,7408.905561,TRUE
"241","Puerto Rico","Americas",1952,64.28,2227000,3081.959785,TRUE
"242","Puerto Rico","Americas",1957,68.54,2260000,3907.156189,TRUE
"243","Puerto Rico","Americas",1962,69.62,2448046,5108.34463,TRUE
"244","Puerto Rico","Americas",1967,71.1,2648961,6929.277714,TRUE
"245","Puerto Rico","Americas",1972,72.16,2847132,9123.041742,TRUE
"246","Puerto Rico","Americas",1977,73.44,3080828,9770.524921,TRUE
"247","Puerto Rico","Americas",1982,73.75,3279001,10330.98915,TRUE
"248","Puerto Rico","Americas",1987,74.63,3444468,12281.34191,TRUE
"249","Puerto Rico","Americas",1992,73.911,3585176,14641.58711,TRUE
"250","Puerto Rico","Americas",1997,74.917,3759430,16999.4333,TRUE
"251","Puerto Rico","Americas",2002,77.778,3859606,18855.60618,TRUE
"252","Puerto Rico","Americas",2007,78.746,3942491,19328.70901,TRUE
"253","Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928,TRUE
"254","Trinidad and Tobago","Americas",1957,61.8,764900,4100.3934,TRUE
"255","Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971,TRUE
"256","Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472,TRUE
"257","Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419,TRUE
"258","Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209,TRUE
"259","Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607,TRUE
"260","Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823,TRUE
"261","Trinidad and Tobago","Americas",1992,69.862,1183669,7370.990932,TRUE
"262","Trinidad and Tobago","Americas",1997,69.465,1138101,8792.573126,TRUE
"263","Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023,TRUE
"264","Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924,TRUE
"265","United States","Americas",1952,68.44,157553000,13990.48208,TRUE
"266","United States","Americas",1957,69.49,171984000,14847.12712,TRUE
"267","United States","Americas",1962,70.21,186538000,16173.14586,TRUE
"268","United States","Americas",1967,70.76,198712000,19530.36557,TRUE
"269","United States","Americas",1972,71.34,209896000,21806.03594,TRUE
"270","United States","Americas",1977,73.38,220239000,24072.63213,TRUE
"271","United States","Americas",1982,74.65,232187835,25009.55914,TRUE
"272","United States","Americas",1987,75.02,242803533,29884.35041,TRUE
"273","United States","Americas",1992,76.09,256894189,32003.93224,TRUE
"274","United States","Americas",1997,76.81,272911760,35767.43303,TRUE
"275","United States","Americas",2002,77.31,287675526,39097.09955,TRUE
"276","United States","Americas",2007,78.242,301139947,42951.65309,TRUE
"277","Uruguay","Americas",1952,66.071,2252965,5716.766744,TRUE
"278","Uruguay","Americas",1957,67.044,2424959,6150.772969,TRUE
"279","Uruguay","Americas",1962,68.253,2598466,5603.357717,TRUE
"280","Uruguay","Americas",1967,68.468,2748579,5444.61962,TRUE
"281","Uruguay","Americas",1972,68.673,2829526,5703.408898,TRUE
"282","Uruguay","Americas",1977,69.481,2873520,6504.339663,TRUE
"283","Uruguay","Americas",1982,70.805,2953997,6920.223051,TRUE
"284","Uruguay","Americas",1987,71.918,3045153,7452.398969,TRUE
"285","Uruguay","Americas",1992,72.752,3149262,8137.004775,TRUE
"286","Uruguay","Americas",1997,74.223,3262838,9230.240708,TRUE
"287","Uruguay","Americas",2002,75.307,3363085,7727.002004,TRUE
"288","Uruguay","Americas",2007,76.384,3447496,10611.46299,TRUE
"289","Venezuela","Americas",1952,55.088,5439568,7689.799761,TRUE
"290","Venezuela","Americas",1957,57.907,6702668,9802.466526,TRUE
"291","Venezuela","Americas",1962,60.77,8143375,8422.974165,TRUE
"292","Venezuela","Americas",1967,63.479,9709552,9541.474188,TRUE
"293","Venezuela","Americas",1972,65.712,11515649,10505.25966,TRUE
"294","Venezuela","Americas",1977,67.456,13503563,13143.95095,TRUE
"295","Venezuela","Americas",1982,68.557,15620766,11152.41011,TRUE
"296","Venezuela","Americas",1987,70.19,17910182,9883.584648,TRUE
"297","Venezuela","Americas",1992,71.15,20265563,10733.92631,TRUE
"298","Venezuela","Americas",1997,72.146,22374398,10165.49518,TRUE
"299","Venezuela","Americas",2002,72.766,24287670,8605.047831,TRUE
"300","Venezuela","Americas",2007,73.747,26084662,11415.80569,TRUE
